지점,지점명,일시,기온(°C),습도(%)
114,원주,2020-06-30 10:00,22.3,71
114,원주,2020-06-30 11:00,24.2,61
114,원주,2020-06-30 12:00,24.5,54
114,원주,2020-06-30 13:00,23.4,59
114,원주,2020-06-30 14:00,23.5,60
114,원주,2020-06-30 15:00,23.7,59
114,원주,2020-06-30 16:00,23.3,58
114,원주,2020-06-30 17:00,22.7,59
114,원주,2020-06-30 18:00,22.3,57
114,원주,2020-06-30 19:00,21.1,61
114,원주,2020-06-30 20:00,21,57
114,원주,2020-06-30 21:00,20.3,62
114,원주,2020-06-30 22:00,19,73
114,원주,2020-06-30 23:00,17.8,85
114,원주,2020-07-01 00:00,17.5,89
114,원주,2020-07-01 01:00,17.4,88
114,원주,2020-07-01 02:00,17.2,89
114,원주,2020-07-01 03:00,17.2,89
114,원주,2020-07-01 04:00,17.1,88
114,원주,2020-07-01 05:00,17.2,88
114,원주,2020-07-01 06:00,17.2,88
114,원주,2020-07-01 07:00,17.9,84
114,원주,2020-07-01 08:00,18,83
114,원주,2020-07-01 09:00,18.6,80
114,원주,2020-07-01 10:00,19.3,76
114,원주,2020-07-01 11:00,20.1,72
114,원주,2020-07-01 12:00,20.4,70
114,원주,2020-07-01 13:00,20.8,67
114,원주,2020-07-01 14:00,21.3,67
114,원주,2020-07-01 15:00,21.1,68
114,원주,2020-07-01 16:00,22.1,63
114,원주,2020-07-01 17:00,22.7,63
114,원주,2020-07-01 18:00,22.5,66
114,원주,2020-07-01 19:00,22.3,67
114,원주,2020-07-01 20:00,21,75
114,원주,2020-07-01 21:00,20.3,78
114,원주,2020-07-01 22:00,19.2,81
114,원주,2020-07-01 23:00,18.4,86
115,울릉도,2020-06-30 01:00,20.5,100
115,울릉도,2020-06-30 02:00,20.2,100
115,울릉도,2020-06-30 03:00,19.5,100
115,울릉도,2020-06-30 04:00,18.6,100
115,울릉도,2020-06-30 05:00,18.6,100
115,울릉도,2020-06-30 06:00,19,100
115,울릉도,2020-06-30 07:00,19.2,100
115,울릉도,2020-06-30 08:00,19.8,100
115,울릉도,2020-06-30 09:00,20.5,100
115,울릉도,2020-06-30 10:00,20,100
115,울릉도,2020-06-30 11:00,19.7,100
115,울릉도,2020-06-30 12:00,19.7,100
115,울릉도,2020-06-30 13:00,19.7,100
115,울릉도,2020-06-30 14:00,19.6,100
115,울릉도,2020-06-30 15:00,19.6,100
115,울릉도,2020-06-30 16:00,19.7,100
115,울릉도,2020-06-30 17:00,19.7,100
115,울릉도,2020-06-30 18:00,19.4,100
115,울릉도,2020-06-30 19:00,19,100
115,울릉도,2020-06-30 20:00,18.9,100
115,울릉도,2020-06-30 21:00,19.3,100
115,울릉도,2020-06-30 22:00,19.7,100
115,울릉도,2020-06-30 23:00,19.6,100
115,울릉도,2020-07-01 00:00,19.3,98
115,울릉도,2020-07-01 01:00,18.2,93
115,울릉도,2020-07-01 02:00,17.7,94
115,울릉도,2020-07-01 03:00,17.1,96
115,울릉도,2020-07-01 04:00,16.4,96
115,울릉도,2020-07-01 05:00,16.2,96
115,울릉도,2020-07-01 06:00,16,96
115,울릉도,2020-07-01 07:00,16.3,97
115,울릉도,2020-07-01 08:00,16.7,93
115,울릉도,2020-07-01 09:00,16.7,96
115,울릉도,2020-07-01 10:00,16.9,94
115,울릉도,2020-07-01 11:00,16.8,97
115,울릉도,2020-07-01 12:00,16.7,97
115,울릉도,2020-07-01 13:00,16.9,92
115,울릉도,2020-07-01 14:00,16.9,94
115,울릉도,2020-07-01 15:00,16.7,95
115,울릉도,2020-07-01 16:00,16.5,97
115,울릉도,2020-07-01 17:00,16.8,95
115,울릉도,2020-07-01 18:00,17.1,91
115,울릉도,2020-07-01 19:00,17.3,87
115,울릉도,2020-07-01 20:00,17.2,87
115,울릉도,2020-07-01 21:00,16.9,88
115,울릉도,2020-07-01 22:00,17.6,86
115,울릉도,2020-07-01 23:00,17.6,85
119,수원,2020-06-30 01:00,19.7,98
119,수원,2020-06-30 02:00,20.3,95
119,수원,2020-06-30 03:00,19.1,98
119,수원,2020-06-30 04:00,19.1,97
119,수원,2020-06-30 05:00,18.7,98
119,수원,2020-06-30 06:00,18.8,98
119,수원,2020-06-30 07:00,18.7,99
119,수원,2020-06-30 08:00,19.3,100
119,수원,2020-06-30 09:00,19.9,98
119,수원,2020-06-30 10:00,20,97
119,수원,2020-06-30 11:00,20.4,94
119,수원,2020-06-30 12:00,21.3,88
119,수원,2020-06-30 13:00,21.3,85
119,수원,2020-06-30 14:00,22.1,81
119,수원,2020-06-30 15:00,22.3,80
119,수원,2020-06-30 16:00,22.5,77
119,수원,2020-06-30 17:00,22.9,71
119,수원,2020-06-30 18:00,22.7,68
119,수원,2020-06-30 19:00,20.9,75
119,수원,2020-06-30 20:00,20.8,76
119,수원,2020-06-30 21:00,19.8,85
119,수원,2020-06-30 22:00,18.4,88
119,수원,2020-06-30 23:00,17.9,96
119,수원,2020-07-01 00:00,17.9,98
119,수원,2020-07-01 01:00,18.2,98
119,수원,2020-07-01 02:00,18.3,98
119,수원,2020-07-01 03:00,17.9,98
119,수원,2020-07-01 04:00,17.9,97
119,수원,2020-07-01 05:00,17.6,99
119,수원,2020-07-01 06:00,17.9,100
119,수원,2020-07-01 07:00,18.8,97
119,수원,2020-07-01 08:00,20,88
119,수원,2020-07-01 09:00,21.2,85
119,수원,2020-07-01 10:00,21.8,80
119,수원,2020-07-01 11:00,21.4,84
119,수원,2020-07-01 12:00,21.9,77
119,수원,2020-07-01 13:00,22.4,79
119,수원,2020-07-01 14:00,23.3,73
119,수원,2020-07-01 15:00,23.9,70
119,수원,2020-07-01 16:00,23.6,75
119,수원,2020-07-01 17:00,23,79
119,수원,2020-07-01 18:00,22.1,84
119,수원,2020-07-01 19:00,22.3,85
119,수원,2020-07-01 20:00,22.5,82
119,수원,2020-07-01 21:00,22.2,84
119,수원,2020-07-01 22:00,20.9,91
119,수원,2020-07-01 23:00,20.3,92
121,영월,2020-06-30 01:00,19.1,96
121,영월,2020-06-30 02:00,19,97
121,영월,2020-06-30 03:00,19.2,94
121,영월,2020-06-30 04:00,20,87
121,영월,2020-06-30 05:00,21.1,81
121,영월,2020-06-30 06:00,20,93
121,영월,2020-06-30 07:00,19.7,96
121,영월,2020-06-30 08:00,20.2,92
121,영월,2020-06-30 09:00,20.9,88
121,영월,2020-06-30 10:00,21.4,84
121,영월,2020-06-30 11:00,22.7,78
121,영월,2020-06-30 12:00,23,76
121,영월,2020-06-30 13:00,20.7,90
121,영월,2020-06-30 14:00,20.3,94
121,영월,2020-06-30 15:00,21.4,92
121,영월,2020-06-30 16:00,21.1,91
121,영월,2020-06-30 17:00,21.2,89
121,영월,2020-06-30 18:00,20.2,95
121,영월,2020-06-30 19:00,19.8,92
121,영월,2020-06-30 20:00,19,95
121,영월,2020-06-30 21:00,18.7,96
121,영월,2020-06-30 22:00,18.4,97
121,영월,2020-06-30 23:00,18,95
121,영월,2020-07-01 00:00,17.3,94
121,영월,2020-07-01 01:00,17.1,95
121,영월,2020-07-01 02:00,16.8,96
121,영월,2020-07-01 03:00,16.8,96
121,영월,2020-07-01 04:00,16.6,96
121,영월,2020-07-01 05:00,16.4,98
121,영월,2020-07-01 06:00,16.7,98
121,영월,2020-07-01 07:00,17,97
121,영월,2020-07-01 08:00,17.4,92
121,영월,2020-07-01 09:00,18.2,89
121,영월,2020-07-01 10:00,18.8,83
121,영월,2020-07-01 11:00,19.8,79
121,영월,2020-07-01 12:00,20.2,76
121,영월,2020-07-01 13:00,19.9,78
121,영월,2020-07-01 14:00,21,71
121,영월,2020-07-01 15:00,21.5,72
121,영월,2020-07-01 16:00,22.3,66
121,영월,2020-07-01 17:00,21.7,72
121,영월,2020-07-01 18:00,22.3,71
121,영월,2020-07-01 19:00,21.8,74
121,영월,2020-07-01 20:00,20.1,84
121,영월,2020-07-01 21:00,18.8,91
121,영월,2020-07-01 22:00,17.8,97
121,영월,2020-07-01 23:00,17.3,98
127,충주,2020-06-30 01:00,20.5,85
127,충주,2020-06-30 02:00,20.5,86
127,충주,2020-06-30 03:00,21.2,81
127,충주,2020-06-30 04:00,21.5,80
127,충주,2020-06-30 05:00,19.6,92
127,충주,2020-06-30 06:00,19.7,92
127,충주,2020-06-30 07:00,19.7,95
127,충주,2020-06-30 08:00,19.8,97
127,충주,2020-06-30 09:00,20.2,93
127,충주,2020-06-30 10:00,21.2,91
127,충주,2020-06-30 11:00,20.7,93
127,충주,2020-06-30 12:00,21.4,88
127,충주,2020-06-30 13:00,21.7,84
127,충주,2020-06-30 14:00,21.1,88
127,충주,2020-06-30 15:00,20.8,94
127,충주,2020-06-30 16:00,20.7,91
127,충주,2020-06-30 17:00,20,95
127,충주,2020-06-30 18:00,19.8,95
127,충주,2020-06-30 19:00,19.8,94
127,충주,2020-06-30 20:00,19.7,96
127,충주,2020-06-30 21:00,19.5,82
127,충주,2020-06-30 22:00,18.7,85
127,충주,2020-06-30 23:00,18.5,84
127,충주,2020-07-01 00:00,17.2,94
127,충주,2020-07-01 01:00,17,95
127,충주,2020-07-01 02:00,17,96
127,충주,2020-07-01 03:00,16.8,97
127,충주,2020-07-01 04:00,16.8,97
127,충주,2020-07-01 05:00,16.8,97
127,충주,2020-07-01 06:00,17.1,96
127,충주,2020-07-01 07:00,17.3,95
127,충주,2020-07-01 08:00,18.1,90
127,충주,2020-07-01 09:00,18.3,89
127,충주,2020-07-01 10:00,19.1,85
127,충주,2020-07-01 11:00,19.5,82
127,충주,2020-07-01 12:00,21.4,74
127,충주,2020-07-01 13:00,21.8,72
127,충주,2020-07-01 14:00,21.9,73
127,충주,2020-07-01 15:00,21.2,78
127,충주,2020-07-01 16:00,21.2,78
127,충주,2020-07-01 17:00,21.6,79
127,충주,2020-07-01 18:00,21.2,81
127,충주,2020-07-01 19:00,21,84
127,충주,2020-07-01 20:00,19.3,90
127,충주,2020-07-01 21:00,18.2,92
127,충주,2020-07-01 22:00,17.9,94
127,충주,2020-07-01 23:00,17.4,95
129,서산,2020-06-30 01:00,19.7,97
129,서산,2020-06-30 02:00,19.6,97
129,서산,2020-06-30 03:00,19.5,97
129,서산,2020-06-30 04:00,19.5,97
129,서산,2020-06-30 05:00,19.1,97
129,서산,2020-06-30 06:00,18.6,97
129,서산,2020-06-30 07:00,18.8,97
129,서산,2020-06-30 08:00,18.7,97
129,서산,2020-06-30 09:00,19.3,97
129,서산,2020-06-30 10:00,19.1,97
129,서산,2020-06-30 11:00,19.1,97
129,서산,2020-06-30 12:00,18.9,97
129,서산,2020-06-30 13:00,19.5,96
129,서산,2020-06-30 14:00,19.3,95
129,서산,2020-06-30 15:00,19.7,95
129,서산,2020-06-30 16:00,19.5,94
129,서산,2020-06-30 17:00,19.1,95
129,서산,2020-06-30 18:00,19.6,86
129,서산,2020-06-30 19:00,20.2,80
129,서산,2020-06-30 20:00,19.3,84
129,서산,2020-06-30 21:00,19,84
129,서산,2020-06-30 22:00,19,78
129,서산,2020-06-30 23:00,18.6,83
129,서산,2020-07-01 00:00,18.5,86
129,서산,2020-07-01 01:00,18.4,91
129,서산,2020-07-01 02:00,18.7,89
129,서산,2020-07-01 03:00,17.9,95
129,서산,2020-07-01 04:00,17.4,97
129,서산,2020-07-01 05:00,17.5,97
129,서산,2020-07-01 06:00,17.3,97
129,서산,2020-07-01 07:00,18.5,95
129,서산,2020-07-01 08:00,20,86
129,서산,2020-07-01 09:00,19.7,90
129,서산,2020-07-01 10:00,20.5,84
129,서산,2020-07-01 11:00,22.7,73
129,서산,2020-07-01 12:00,24.3,67
129,서산,2020-07-01 13:00,23.5,64
129,서산,2020-07-01 14:00,23.6,67
129,서산,2020-07-01 15:00,23.4,70
129,서산,2020-07-01 16:00,22.7,75
129,서산,2020-07-01 17:00,22.1,79
129,서산,2020-07-01 18:00,22,81
129,서산,2020-07-01 19:00,21.6,84
129,서산,2020-07-01 20:00,21.2,86
129,서산,2020-07-01 21:00,20.5,93
129,서산,2020-07-01 22:00,20.5,91
129,서산,2020-07-01 23:00,20.1,95
130,울진,2020-06-30 01:00,19.3,99
130,울진,2020-06-30 02:00,19.8,99
130,울진,2020-06-30 03:00,19.9,100
130,울진,2020-06-30 04:00,19.7,100
130,울진,2020-06-30 05:00,20.7,99
130,울진,2020-06-30 06:00,20.7,99
130,울진,2020-06-30 07:00,19.6,99
130,울진,2020-06-30 08:00,19.5,100
130,울진,2020-06-30 09:00,21,98
130,울진,2020-06-30 10:00,21.6,93
130,울진,2020-06-30 11:00,21.4,95
130,울진,2020-06-30 12:00,21.6,90
130,울진,2020-06-30 13:00,21,92
130,울진,2020-06-30 14:00,23.6,81
130,울진,2020-06-30 15:00,22.4,92
130,울진,2020-06-30 16:00,23,86
130,울진,2020-06-30 17:00,21.8,80
130,울진,2020-06-30 18:00,21.6,76
130,울진,2020-06-30 19:00,21,73
130,울진,2020-06-30 20:00,20.7,72
130,울진,2020-06-30 21:00,20,76
130,울진,2020-06-30 22:00,19.1,81
130,울진,2020-06-30 23:00,19.4,76
130,울진,2020-07-01 00:00,18.8,80
130,울진,2020-07-01 01:00,17.4,93
130,울진,2020-07-01 02:00,17.3,94
130,울진,2020-07-01 03:00,17.5,92
130,울진,2020-07-01 04:00,17.8,86
130,울진,2020-07-01 05:00,17.3,92
130,울진,2020-07-01 06:00,17.8,85
130,울진,2020-07-01 07:00,17.8,87
130,울진,2020-07-01 08:00,18.6,80
130,울진,2020-07-01 09:00,18.6,79
130,울진,2020-07-01 10:00,19.3,79
130,울진,2020-07-01 11:00,19.4,79
130,울진,2020-07-01 12:00,19.5,86
130,울진,2020-07-01 13:00,22.6,74
130,울진,2020-07-01 14:00,21.8,75
130,울진,2020-07-01 15:00,21.7,73
130,울진,2020-07-01 16:00,21.6,71
130,울진,2020-07-01 17:00,23.1,67
130,울진,2020-07-01 18:00,21.6,69
130,울진,2020-07-01 19:00,21,71
130,울진,2020-07-01 20:00,19.6,80
130,울진,2020-07-01 21:00,18.5,88
130,울진,2020-07-01 22:00,17.3,95
130,울진,2020-07-01 23:00,17,96
131,청주,2020-06-30 01:00,21.3,84
131,청주,2020-06-30 02:00,22.8,74
131,청주,2020-06-30 03:00,21.8,80
131,청주,2020-06-30 04:00,20.5,91
131,청주,2020-06-30 05:00,20.2,93
131,청주,2020-06-30 06:00,20.2,92
131,청주,2020-06-30 07:00,20.2,93
131,청주,2020-06-30 08:00,20.1,93
131,청주,2020-06-30 09:00,20.2,93
131,청주,2020-06-30 10:00,20.3,93
131,청주,2020-06-30 11:00,20.6,93
131,청주,2020-06-30 12:00,20.4,92
131,청주,2020-06-30 13:00,20.6,92
131,청주,2020-06-30 14:00,20.8,92
131,청주,2020-06-30 15:00,20.6,92
131,청주,2020-06-30 16:00,20.6,93
131,청주,2020-06-30 17:00,20.1,92
131,청주,2020-06-30 18:00,20.2,92
131,청주,2020-06-30 19:00,20.5,85
131,청주,2020-06-30 20:00,20.3,86
131,청주,2020-06-30 21:00,20.2,82
131,청주,2020-06-30 22:00,19.2,89
131,청주,2020-06-30 23:00,19.2,83
131,청주,2020-07-01 00:00,18.7,86
131,청주,2020-07-01 01:00,18,89
131,청주,2020-07-01 02:00,18,89
131,청주,2020-07-01 03:00,18,89
131,청주,2020-07-01 04:00,17.8,90
131,청주,2020-07-01 05:00,18.1,91
131,청주,2020-07-01 06:00,17.7,91
131,청주,2020-07-01 07:00,18.2,91
131,청주,2020-07-01 08:00,19.2,87
131,청주,2020-07-01 09:00,19.6,85
131,청주,2020-07-01 10:00,21.2,76
131,청주,2020-07-01 11:00,22.9,69
131,청주,2020-07-01 12:00,23.5,66
131,청주,2020-07-01 13:00,23.2,69
131,청주,2020-07-01 14:00,23.5,68
131,청주,2020-07-01 15:00,24.1,64
131,청주,2020-07-01 16:00,24.2,65
131,청주,2020-07-01 17:00,24.4,62
131,청주,2020-07-01 18:00,23.8,69
131,청주,2020-07-01 19:00,23.7,71
131,청주,2020-07-01 20:00,23.2,74
131,청주,2020-07-01 21:00,22.7,72
131,청주,2020-07-01 22:00,22.1,75
131,청주,2020-07-01 23:00,21.2,80
133,대전,2020-06-30 01:00,20.8,97
133,대전,2020-06-30 02:00,20.9,97
133,대전,2020-06-30 03:00,21,97
133,대전,2020-06-30 04:00,20.6,97
133,대전,2020-06-30 05:00,20.6,97
133,대전,2020-06-30 06:00,20.7,97
133,대전,2020-06-30 07:00,20.8,97
133,대전,2020-06-30 08:00,21,97
133,대전,2020-06-30 09:00,21.2,97
133,대전,2020-06-30 10:00,21.3,96
133,대전,2020-06-30 11:00,20.8,97
133,대전,2020-06-30 12:00,20.4,97
133,대전,2020-06-30 13:00,20.6,97
133,대전,2020-06-30 14:00,20.8,96
133,대전,2020-06-30 15:00,21.2,97
133,대전,2020-06-30 16:00,21,97
133,대전,2020-06-30 17:00,20.9,97
133,대전,2020-06-30 18:00,20.4,96
133,대전,2020-06-30 19:00,20,96
133,대전,2020-06-30 20:00,19.4,97
133,대전,2020-06-30 21:00,18.9,97
133,대전,2020-06-30 22:00,18.9,97
133,대전,2020-06-30 23:00,18.6,97
133,대전,2020-07-01 00:00,18.3,97
133,대전,2020-07-01 01:00,18.1,97
133,대전,2020-07-01 02:00,17.6,97
133,대전,2020-07-01 03:00,17.4,97
133,대전,2020-07-01 04:00,17.5,97
133,대전,2020-07-01 05:00,17.5,97
133,대전,2020-07-01 06:00,17.4,97
133,대전,2020-07-01 07:00,18.6,97
133,대전,2020-07-01 08:00,19.4,93
133,대전,2020-07-01 09:00,20.1,88
133,대전,2020-07-01 10:00,20.8,84
133,대전,2020-07-01 11:00,22.8,76
133,대전,2020-07-01 12:00,23.9,71
133,대전,2020-07-01 13:00,23.2,76
133,대전,2020-07-01 14:00,23.3,73
133,대전,2020-07-01 15:00,23.9,72
133,대전,2020-07-01 16:00,24,74
133,대전,2020-07-01 17:00,23.7,73
133,대전,2020-07-01 18:00,23.7,75
133,대전,2020-07-01 19:00,22.9,78
133,대전,2020-07-01 20:00,21.8,80
133,대전,2020-07-01 21:00,21.1,83
133,대전,2020-07-01 22:00,20.6,87
133,대전,2020-07-01 23:00,20.2,90
135,추풍령,2020-06-30 01:00,19.7,89
135,추풍령,2020-06-30 02:00,20,89
135,추풍령,2020-06-30 03:00,20.3,89
135,추풍령,2020-06-30 04:00,20.8,87
135,추풍령,2020-06-30 05:00,20.2,88
135,추풍령,2020-06-30 06:00,19.7,92
135,추풍령,2020-06-30 07:00,19.6,93
135,추풍령,2020-06-30 08:00,20,92
135,추풍령,2020-06-30 09:00,20.7,91
135,추풍령,2020-06-30 10:00,21,88
135,추풍령,2020-06-30 11:00,20.9,85
135,추풍령,2020-06-30 12:00,20.8,79
135,추풍령,2020-06-30 13:00,20.7,77
135,추풍령,2020-06-30 14:00,20.5,77
135,추풍령,2020-06-30 15:00,21.2,73
135,추풍령,2020-06-30 16:00,20.6,74
135,추풍령,2020-06-30 17:00,20.1,77
135,추풍령,2020-06-30 18:00,18.7,85
135,추풍령,2020-06-30 19:00,18.7,84
135,추풍령,2020-06-30 20:00,18.2,88
135,추풍령,2020-06-30 21:00,18.1,89
135,추풍령,2020-06-30 22:00,18,89
135,추풍령,2020-06-30 23:00,17.8,90
135,추풍령,2020-07-01 00:00,17.2,89
135,추풍령,2020-07-01 01:00,17,90
135,추풍령,2020-07-01 02:00,16.7,91
135,추풍령,2020-07-01 03:00,16.5,92
135,추풍령,2020-07-01 04:00,16.3,91
135,추풍령,2020-07-01 05:00,16.2,90
135,추풍령,2020-07-01 06:00,16.3,88
135,추풍령,2020-07-01 07:00,16.7,85
135,추풍령,2020-07-01 08:00,18.2,80
135,추풍령,2020-07-01 09:00,19.2,78
135,추풍령,2020-07-01 10:00,20.2,75
135,추풍령,2020-07-01 11:00,20.3,74
135,추풍령,2020-07-01 12:00,21.3,70
135,추풍령,2020-07-01 13:00,23.3,64
135,추풍령,2020-07-01 14:00,22.5,66
135,추풍령,2020-07-01 15:00,21.8,68
135,추풍령,2020-07-01 16:00,22.2,69
135,추풍령,2020-07-01 17:00,22.6,67
135,추풍령,2020-07-01 18:00,22.2,71
135,추풍령,2020-07-01 19:00,21.7,72
135,추풍령,2020-07-01 20:00,20.7,76
135,추풍령,2020-07-01 21:00,19.6,80
135,추풍령,2020-07-01 22:00,18.2,88
135,추풍령,2020-07-01 23:00,17.2,89
136,안동,2020-06-30 01:00,19.8,89
136,안동,2020-06-30 02:00,20.1,89
136,안동,2020-06-30 03:00,20.7,87
136,안동,2020-06-30 04:00,21.1,85
136,안동,2020-06-30 05:00,21.2,86
136,안동,2020-06-30 06:00,20.3,92
136,안동,2020-06-30 07:00,20.3,95
136,안동,2020-06-30 08:00,21.2,90
136,안동,2020-06-30 09:00,21.7,88
136,안동,2020-06-30 10:00,22.1,87
136,안동,2020-06-30 11:00,21.7,88
136,안동,2020-06-30 12:00,22.7,88
136,안동,2020-06-30 13:00,22.6,87
136,안동,2020-06-30 14:00,23,78
136,안동,2020-06-30 15:00,23,73
136,안동,2020-06-30 16:00,22.2,75
136,안동,2020-06-30 17:00,20,90
136,안동,2020-06-30 18:00,19.9,92
136,안동,2020-06-30 19:00,19.8,93
136,안동,2020-06-30 20:00,19.8,93
136,안동,2020-06-30 21:00,19.7,92
136,안동,2020-06-30 22:00,19.7,90
136,안동,2020-06-30 23:00,19.6,88
136,안동,2020-07-01 00:00,19.1,91
136,안동,2020-07-01 01:00,18.5,91
136,안동,2020-07-01 02:00,17.8,91
136,안동,2020-07-01 03:00,17.2,95
136,안동,2020-07-01 04:00,17,94
136,안동,2020-07-01 05:00,17,93
136,안동,2020-07-01 06:00,17.2,93
136,안동,2020-07-01 07:00,17.3,91
136,안동,2020-07-01 08:00,18.4,87
136,안동,2020-07-01 09:00,19.5,81
136,안동,2020-07-01 10:00,20.2,76
136,안동,2020-07-01 11:00,21.8,72
136,안동,2020-07-01 12:00,22.2,69
136,안동,2020-07-01 13:00,22.5,69
136,안동,2020-07-01 14:00,22.7,66
136,안동,2020-07-01 15:00,22.6,67
136,안동,2020-07-01 16:00,21.8,73
136,안동,2020-07-01 17:00,21.9,75
136,안동,2020-07-01 18:00,23.1,69
136,안동,2020-07-01 19:00,21.5,75
136,안동,2020-07-01 20:00,20.6,79
136,안동,2020-07-01 21:00,19.9,85
136,안동,2020-07-01 22:00,18.5,90
136,안동,2020-07-01 23:00,18.2,91
137,상주,2020-06-30 01:00,19,100
137,상주,2020-06-30 02:00,19.3,100
137,상주,2020-06-30 03:00,19.3,100
137,상주,2020-06-30 04:00,19.6,100
137,상주,2020-06-30 05:00,19.7,100
137,상주,2020-06-30 06:00,19.7,100
137,상주,2020-06-30 07:00,19.8,100
137,상주,2020-06-30 08:00,20.4,100
137,상주,2020-06-30 09:00,20.9,100
137,상주,2020-06-30 10:00,22.2,100
137,상주,2020-06-30 11:00,22.6,92
137,상주,2020-06-30 12:00,23.3,85
137,상주,2020-06-30 13:00,24.5,76
137,상주,2020-06-30 14:00,22.3,82
137,상주,2020-06-30 15:00,22.4,79
137,상주,2020-06-30 16:00,22.5,79
137,상주,2020-06-30 17:00,21.1,88
137,상주,2020-06-30 18:00,19.7,97
137,상주,2020-06-30 19:00,19.4,98
137,상주,2020-06-30 20:00,19.2,99
137,상주,2020-06-30 21:00,19.1,99
137,상주,2020-06-30 22:00,19.2,98
137,상주,2020-06-30 23:00,19.3,95
137,상주,2020-07-01 00:00,18.7,95
137,상주,2020-07-01 01:00,18.3,93
137,상주,2020-07-01 02:00,17.8,94
137,상주,2020-07-01 03:00,17.8,94
137,상주,2020-07-01 04:00,17.7,94
137,상주,2020-07-01 05:00,18,90
137,상주,2020-07-01 06:00,17.8,90
137,상주,2020-07-01 07:00,18.2,88
137,상주,2020-07-01 08:00,19,86
137,상주,2020-07-01 09:00,19.6,86
137,상주,2020-07-01 10:00,20.3,82
137,상주,2020-07-01 11:00,20.7,84
137,상주,2020-07-01 12:00,22,76
137,상주,2020-07-01 13:00,23.7,70
137,상주,2020-07-01 14:00,24.8,70
137,상주,2020-07-01 15:00,23.6,73
137,상주,2020-07-01 16:00,24,71
137,상주,2020-07-01 17:00,23.4,73
137,상주,2020-07-01 18:00,22.7,78
137,상주,2020-07-01 19:00,22.1,80
137,상주,2020-07-01 20:00,21.4,84
137,상주,2020-07-01 21:00,20.2,93
137,상주,2020-07-01 22:00,20,94
137,상주,2020-07-01 23:00,19.8,94
138,포항,2020-06-30 01:00,21.8,95
138,포항,2020-06-30 02:00,22.1,94
138,포항,2020-06-30 03:00,22.5,93
138,포항,2020-06-30 04:00,21.9,95
138,포항,2020-06-30 05:00,21.9,96
138,포항,2020-06-30 06:00,22.3,92
138,포항,2020-06-30 07:00,22.4,84
138,포항,2020-06-30 08:00,23,81
138,포항,2020-06-30 09:00,24.1,78
138,포항,2020-06-30 10:00,24.5,75
138,포항,2020-06-30 11:00,24.8,74
138,포항,2020-06-30 12:00,25.6,70
138,포항,2020-06-30 13:00,26.8,64
138,포항,2020-06-30 14:00,28.7,58
138,포항,2020-06-30 15:00,29,54
138,포항,2020-06-30 16:00,29,51
138,포항,2020-06-30 17:00,27.5,55
138,포항,2020-06-30 18:00,27.5,58
138,포항,2020-06-30 19:00,26,61
138,포항,2020-06-30 20:00,22.9,86
138,포항,2020-06-30 21:00,21.8,90
138,포항,2020-06-30 22:00,21.6,87
138,포항,2020-06-30 23:00,20.7,91
138,포항,2020-07-01 00:00,20.5,91
138,포항,2020-07-01 01:00,20.4,91
138,포항,2020-07-01 02:00,20.2,89
138,포항,2020-07-01 03:00,19.5,94
138,포항,2020-07-01 04:00,19.1,93
138,포항,2020-07-01 05:00,19.1,91
138,포항,2020-07-01 06:00,19.1,89
138,포항,2020-07-01 07:00,19.2,88
138,포항,2020-07-01 08:00,19.7,86
138,포항,2020-07-01 09:00,20.5,81
138,포항,2020-07-01 10:00,21.9,73
138,포항,2020-07-01 11:00,22.9,69
138,포항,2020-07-01 12:00,24.2,65
138,포항,2020-07-01 13:00,22.3,79
138,포항,2020-07-01 14:00,22.6,77
138,포항,2020-07-01 15:00,22.4,77
138,포항,2020-07-01 16:00,21.9,77
138,포항,2020-07-01 17:00,21.7,79
138,포항,2020-07-01 18:00,21.8,79
138,포항,2020-07-01 19:00,21.3,82
138,포항,2020-07-01 20:00,20.5,86
138,포항,2020-07-01 21:00,20.2,86
138,포항,2020-07-01 22:00,19.8,90
138,포항,2020-07-01 23:00,19.4,91
140,군산,2020-06-30 01:00,20.5,97
140,군산,2020-06-30 02:00,20.5,97
140,군산,2020-06-30 03:00,20.3,98
140,군산,2020-06-30 04:00,20.2,98
140,군산,2020-06-30 05:00,20.2,99
140,군산,2020-06-30 06:00,20.4,99
140,군산,2020-06-30 07:00,20.7,99
140,군산,2020-06-30 08:00,20.6,99
140,군산,2020-06-30 09:00,19.9,98
140,군산,2020-06-30 10:00,19.9,97
140,군산,2020-06-30 11:00,20.7,95
140,군산,2020-06-30 12:00,19.8,91
140,군산,2020-06-30 13:00,20.4,89
140,군산,2020-06-30 14:00,20.1,89
140,군산,2020-06-30 15:00,19.8,92
140,군산,2020-06-30 16:00,19.3,94
140,군산,2020-06-30 17:00,19.9,92
140,군산,2020-06-30 18:00,19.9,91
140,군산,2020-06-30 19:00,20,93
140,군산,2020-06-30 20:00,19.6,94
140,군산,2020-06-30 21:00,19.3,95
140,군산,2020-06-30 22:00,19.2,94
140,군산,2020-06-30 23:00,19,93
140,군산,2020-07-01 00:00,18.9,91
140,군산,2020-07-01 01:00,18.9,87
140,군산,2020-07-01 02:00,18.6,85
140,군산,2020-07-01 03:00,18.3,89
140,군산,2020-07-01 04:00,18.6,89
140,군산,2020-07-01 05:00,17.9,93
140,군산,2020-07-01 06:00,18.1,94
